,title,link,summary,published,tags,category,credit,source,lemmatized_text,audio
70,Notes: Rekordní dotace na salámy a feministická výchova chlapců (nejen) v Čechách,https://denikn.cz/644238/notes-rekordni-dotace-na-salamy-a-feministicka-vychova-chlapcu-nejen-v-cechach/,"I tento pátek byl (nejen na stránkách Deníku N) bohatý na události. A o čem se po dnešním Notesu bude hovořit? O rekordních dotacích pro agrofertí impérium, o odškodnění od Poláků za expandující hlučný Turów, o feminismu jako aktu lásky a nejpřeplněnější výstavě v Praze. U notesové knihy rekordů vás vítá Lenka Vrtišková Nejezchlebová.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=11, tm_hour=17, tm_min=48, tm_sec=53, tm_wday=4, tm_yday=162, tm_isdst=0)","['Česko', 'Notes']",Česko,,denikn.cz,"notes : rekordní dotace na salám a feministický výchova chlapec ( nejen ) v Čechy i tento pátek být ( nejen na stránka deník n ) bohatý na událost . a o co se po dnešní notes být hovořit ? o rekordní dotace pro agrofertit impérium , o odškodnění od Polák za expandující hlučný Turów , o feminismus jako akt láska a přeplněný výstava v Praha . u notesový kniha rekord ty vítat Lenka Vrtišková Nejezchlebová .",hry_bez_divaku_vyzyvaji_predni_japonsti_zdravotnici_podle_expertu_predstavuji_fanousci_velke_riziko.wav
71,"Spoluprací s SPD poškozuje majitel Febiofestu jeho jméno, přezkoumám smlouvu o prodeji, říká Fenič",https://denikn.cz/644315/spolupraci-s-spd-poskozuje-majitel-febiofestu-jeho-jmeno-prezkoumam-smlouvu-o-prodeji-rika-fenic/,"Bývalý majitel Febiofestu Fero Fenič chce nechat přezkoumat smlouvu o prodeji festivalu. Vadí mu, že firma jeho současného vlastníka Kamila Spáčila se podílí na předvolební kampani SPD. Podle něj tím poškozuje dobré jméno filmové přehlídky.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=11, tm_hour=16, tm_min=8, tm_sec=39, tm_wday=4, tm_yday=162, tm_isdst=0)","['Audio', 'Česko', 'Sněmovní volby 2021', 'Tomio Okamura a SPD']",Česko,,denikn.cz,"spolupráce s SPD poškozovat majitel Febiofest jeho jméno , přezkoumat smlouva o prodej , říkat Fenič bývalý majitel Febiofest Fero Fenič chtít nechat přezkoumat smlouva o prodej festival . vadit on , že firma jeho současný vlastník Kamil Spáčil se podílet na předvolební kampaň SPD . podle on ten poškozovat dobrý jméno filmový přehlídka .",nizozemci_zvladli_i_druhy_zapas_po_vyhre_nad_rakouskem_jsou_v_osmifinale_eura.wav
72,"V rozvědce končí náměstkyně pro analytiku. Sama odejít nechtěla, její místo zrušili",https://denikn.cz/644347/v-rozvedce-konci-namestkyne-pro-analytiku-sama-odejit-nechtela-jeji-misto-zrusili/,Mlada Princová pracovala pro český stát a převážně pro jeho bezpečnost téměř celý svůj profesní život. Poslední roky pak řídila analytickou část Úřadu pro zahraniční styky a informace (ÚZSI). Nyní v rozvědce musela skončit.,"FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=11, tm_hour=14, tm_min=50, tm_sec=52, tm_wday=4, tm_yday=162, tm_isdst=0)","['Audio', 'Česko']",Česko,,denikn.cz,"v rozvědka končit náměstkyně pro analytika . sám odejít chtít , jeho místo zrušit Mlada Princová pracovat pro český stát a převážně pro jeho bezpečnost téměř celý svůj profesní život . poslední rok pak řídit analytický část úřad pro zahraniční styk a informace ( ÚZSI ) . nyní v rozvědka muset skončit .",v_tymu_slovenska_se_objevily_prvni_pripady_koronaviru_na_me_nakazeni_jsou_hrac_a_clen_realizacniho_tymu.wav
73,Studio N: Tajné dokumenty nemůže číst na Hradě většina vedoucích,https://denikn.cz/644427/studio-n-tajne-dokumenty-nemuze-cist-na-hrade-vetsina-vedoucich/,"S bezpečnostními prověrkami od Národního bezpečnostního úřadu se to na Hradě má jako s šafránem – má je pouze necelá polovina vedoucích pracovníků jednotlivých odborů. Ti zbylí se tak nesmějí seznamovat s utajovanými informacemi. Týká se to i šéfa bezpečnostního odboru, který má nakládání s tajnými zprávami v popisu práce. Zjistil to reportér Deníku N Lukáš Prchal.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=11, tm_hour=14, tm_min=16, tm_sec=22, tm_wday=4, tm_yday=162, tm_isdst=0)","['Česko', 'Podcast Studio N', 'Miloš Zeman', 'Studio N']",Česko,,denikn.cz,"studio n : tajný dokument moci číst na hrad většina vedoucí s bezpečnostní prověrka od národní bezpečnostní úřad se ten na hrad mít jako s šafrán – mít on pouze celý polovina vedoucí pracovník jednotlivý odbory . ten zbylý se tak smět seznamovat s utajovaný informace . týkat se ten i šéf bezpečnostní odbor , který mít nakládání s tajný zpráva v popis práce . zjistit ten reportér deník N Lukáš Prchal .",zivot_fotbalisty_nema_zadnou_cenu_bolivijsky_utocnik_zkritizoval_poradani_copy_america_hrozi_mu_trest.wav
74,Kauza Turów: Česko finišuje návrh dohody. Co požaduje po Polsku?,https://denikn.cz/643619/kauza-turow-cesko-finisuje-navrh-dohody-co-pozaduje-po-polsku/,"Česká republika dokončuje návrh dohody, která má vyřešit spor s Polskem o pokračující těžbě v hnědouhelném dole Turów. Její součástí je i kompenzace ve výši miliardy korun. Podle hejtmana Libereckého kraje Martina Půty (STAN), který se na materiálu podílí, není cílem zastavení těžby, ale tlak na Varšavu.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=11, tm_hour=9, tm_min=15, tm_sec=22, tm_wday=4, tm_yday=162, tm_isdst=0)","['Audio', 'Česko', 'Ekologie', 'Energetika', 'Evropská unie', 'Polsko']",Česko,,denikn.cz,"kauza Turów : Česko finišovat návrh dohoda . co požadovat po Polsko ? český republika dokončovat návrh dohoda , který mít vyřešit spor s Polsko o pokračující těžba v hnědouhelný důl Turów . jeho součást být i kompenzace v výše miliarda koruna . podle hejtman liberecký kraj Martin Půta ( stan ) , který se na materiál podílet , být cíl zastavení těžba , ale tlak na Varšava .",eriksen_musi_po_kolapsu_na_operaci_dostane_pristroj_na_hlidani_srdecniho_rytmu.wav
75,"Život za covidu: Policisté nechápou, že jsem se k nim vrátil. U letadel bych i skládal kufry, ale ani taková práce není",https://denikn.cz/639786/zivot-za-covidu-policiste-nechapou-ze-jsem-se-k-nim-vratil-u-letadel-bych-i-skladal-kufry-ale-ani-takova-prace-neni/,"Petr Garaj, policista a bývalý dopravní pilot, 30 let, Praha.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=11, tm_hour=8, tm_min=16, tm_sec=21, tm_wday=4, tm_yday=162, tm_isdst=0)","['Česko', 'Život za covidu']",Česko,,denikn.cz,"život za covida : policista chápat , že být se k on vrátit . u letadlo být i skládat kufr , ale ani takový práce být Petr Garaj , policista a bývalý dopravní pilot , 30 rok , Praha .",bude_dulezite_pokryt_modrice_je_to_mozek_tymu_nabizi_celustka_recept_na_chorvaty.wav
76,Jak zajatci středoasijské pouště přispívali ke vzniku republiky: Češi letí oživit památku dávných krajanů,https://denikn.cz/643806/jak-zajatci-stredoasijske-pouste-prispivali-ke-vzniku-republiky-cesi-leti-ozivit-pamatku-davnych-krajanu/,"Role československých legií ve vzniku samostatného Československa je dostatečně známá. Léta ale zůstával bez povšimnutí příběh krajanů, které válečné a revoluční peripetie uvěznily na příslovečném konci světa v oblasti středoasijského Turkestánu. Česko nyní vysílá delegaci, která má na uzbeckém území ukázat, že na své mrtvé nezapomíná.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=11, tm_hour=6, tm_min=18, tm_sec=36, tm_wday=4, tm_yday=162, tm_isdst=0)","['Česko', 'Historie', 'Střední Asie']",Česko,,denikn.cz,"jak zajatec středoasijský poušť přispívat k vznik republika : Čech letět oživit památka dávný krajan role československý legie v vznik samostatný Československo být dostatečně známý . rok ale zůstávat bez povšimnutí příběh krajan , který válečný a revoluční peripetie uvěznit na příslovečný konec svět v oblast středoasijský Turkestán . Česko nyní vysílat delegace , který mít na uzbecký území ukázat , že na svůj mrtvý zapomínat .",obrance_ramos_po_sestnacti_letech_skoncil_v_realu_madrid_klub_udajne_nevyhovel_jeho_pozadavku.wav
78,"Předvolební jarmarky pro SPD pořádá firma trestaného šéfa Febiofestu, záštitu Agrární komory si vymyslela",https://denikn.cz/643710/predvolebni-jarmarky-pro-spd-porada-firma-trestaneho-sefa-febiofestu-zastitu-agrarni-komory-si-vymyslela/,"Předvolební akce SPD, na kterých se budou velmi lacině prodávat potraviny od farmářů, pořádá podle zjištění Deníku N firma Emurfilm Production ředitele Febiofestu Kamila Spáčila. V pozvánce na brněnský Český jarmark nepravdivě informovala, že jej podporuje Agrární komora.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=10, tm_hour=17, tm_min=15, tm_sec=26, tm_wday=3, tm_yday=161, tm_isdst=0)","['Česko', 'Sněmovní volby 2021', 'Tomio Okamura a SPD']",Česko,,denikn.cz,"předvolební jarmark pro SPD pořádat firma trestaný šéf Febiofest , záštita agrární komora se vymyslet předvolební akce SPD , na který se být velmi lacině prodávat potravina od farmář , pořádat podle zjištění deník n firma Emurfilm Production ředitel Febiofest Kamil Spáčil . v pozvánka na brněnský český jarmark pravdivě informovat , že on podporovat agrární komora .",arnautovic_kvuli_urazce_protihrace_prijde_na_mistrovstvi_evropy_o_zapas_s_nizozemskem.wav
79,Vysoké hodnoty protilátek k bezinfekčnosti nestačí. Lidé se musí testovat nebo očkovat,https://denikn.cz/643462/vysoke-hodnoty-protilatek-k-bezinfekcnosti-nestaci-lide-se-musi-testovat-nebo-ockovat/,"Česká republika ani Evropská unie zatím nechtějí uznávat test na protilátky proti koronaviru jako průkaz bezinfekčnosti. Odborníci se totiž neshodnou na tom, jaké hodnoty považovat za bezpečné. V nejsvízelnější situaci jsou tak lidé, kteří nemoc evidentně prodělali, přesto musí podstupovat pravidelné testy.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=10, tm_hour=15, tm_min=11, tm_sec=28, tm_wday=3, tm_yday=161, tm_isdst=0)","['Česko', 'Koronavirus', 'Očkování', 'Testování']",Česko,,denikn.cz,"vysoký hodnota protilátka k bezinfekčnost stačit . člověk se muset testovat nebo očkovat český republika ani evropský unie zatím chtít uznávat test na protilátka proti koronavirus jako průkaz bezinfekčnost . odborník se totiž shodnout na ten , jaký hodnota považovat za bezpečný . v svízelný situace být tak člověk , který nemoc evidentně prodělat , přesto muset podstupovat pravidelný test .",sparte_se_ve_2_predkole_ligy_mistru_postavi_rapid_viden_soupere_znaji_i_slovacko_a_plzen.wav
0,"V Česku padaly teplotní rekordy, v Plzni bylo přes 33 stupňů. Města povolávají kropicí vozy",https://www.lidovky.cz/domov/v-cesku-padaly-teplotni-rekordy-v-plzni-bylo-pres-33-stupnu-mesta-povolavaji-k.A210617_173916_ln_domov_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Teploty v Česku se dostaly nad tropických 30 stupňů Celsia. Nejtepleji bylo v Plzni-Bolevci, kde naměřili 33,3 stupně. Rekord padl na 105 z 261 stanic, které měří více než rok. Byla mezi nimi i trojice stanic s více než stoletou délkou záznamů. V pražském Klementinu, kde se měří teplota od roku 1775, maximum pro 17. červen odolalo o pouhou jednu desetinu stupně. Vyplývá to z údajů na webu Českého hydrometeorologického ústavu (ČHMÚ).","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=15, tm_min=39, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,ČTK,lidovky.cz,"v Česko padat teplotní rekord , v Plzeň být přes 33 stupeň . město povolávat kropicí vůz teplota v Česko se dostat nad tropický 30 stupeň Celsius . teple být v Plzeň - Bolevec , kde naměřit 33,3 stupeň . rekord padnout na 105 z 261 stanice , který měřit hodně než rok . být mezi on i trojice stanice s hodně než stoletý délka záznam . v pražský Klementinum , kde se měřit teplota od rok 1775 , maximum pro 17 . červen odolat o pouhý jeden desetina stupeň . vyplývat ten z údaj na web český hydrometeorologický ústav ( ČHMÚ ) .",kubek_zustava_sefem_ceske_lekarske_komory_na_sjezdu_uspel_jiz_poctvrte.wav
1,Ministerstvo zahraničí spustilo web s podmínkami pro cesty do turistických destinací,https://www.lidovky.cz/domov/ministerstvo-zahranici-spustilo-web-s-podminkami-pro-cesty-do-turistickych-desti.A210617_155142_ln_domov_lihem#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Ministerstvo zahraničních věcí spustilo nový web dovolena2021.cz, na němž lze nalézt podmínky pro vstup do 14 vybraných dovolenkových destinací či návratu do České republiky. Portál na tiskové konferenci k zahájení letošní turistické sezony představil ministr zahraničí Jakub Kulhánek (ČSSD).","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=15, tm_min=27, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,ČTK,lidovky.cz,"ministerstvo zahraničí spustit web s podmínka pro cesta do turistický destinace ministerstvo zahraniční věc spustit nový web dovolena2021.cz , na jenž lze nalézt podmínka pro vstup do 14 vybraný dovolenkový destinace či návrat do český republika . portál na tiskový konference k zahájení letošní turistický sezona představit ministr zahraničí Jakub Kulhánek ( ČSSD ) .",dalnice_popraskala_kvuli_horku_na_olomoucku_se_kvuli_tomu_vybouralo_pet_vozidel.wav
2,Přechod na ‚druhou stranu‘ zřejmě nebude. Končící šéfžalobce chce dál pracovat pro stát,https://www.lidovky.cz/domov/prechod-na-druhou-stranu-tentokrat-nebude-koncici-sefzalobce-chce-dal-pracovat-pro-stat.A210617_144100_ln_domov_vag#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,Po dekádu byl jednou z viditelných tváří veřejné žaloby. Na konci června však nejvyšší státní zástupce Pavel Zeman ve funkci končí. Jako důvod zmínil tlak ministryně spravedlnosti Marie Benešové. Od státu podle svých slov odejít nechce. Kde tedy vidí své místo?,"FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=15, tm_min=24, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz,přechod na ‚ druhý strana ‘ zřejmě být . končící šéfžalobce chtít dále pracovat pro stát po dekáda být jeden z viditelný tvář veřejný žaloba . na konec červen však vysoký státní zástupce Pavel Zeman v funkce končit . jako důvod zmínit tlak ministryně spravedlnost Marie Benešová . od stát podle svůj slovo odejít chtít . kde tedy vidět svůj místo ?,cesi_prijizdejici_ze_zahranici_by_meli_vyplnit_formular_doporucuje_smejkalova_skupina_meses.wav
3,‚Máme právo žít.‘ Uskupení Trikolora Svobodní Soukromníci jde do voleb s novým heslem,https://www.lidovky.cz/domov/mame-pravo-zit-uskupeni-trikolora-svobodni-a-soukromnici-jde-do-voleb-s-novym-heslem.A210617_162957_ln_domov_lros#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"S heslem „Máme právo žít“, pravicovým programem založeným na tradičních hodnotách a logem v podobě pírka jde do říjnových voleb formace hnutí Trikolora Svobodných a Soukromníků.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=14, tm_min=37, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz,"‚ mít právo žít . ‘ uskupení trikolóra svobodný soukromník jít do volba s nový heslo s heslo „ mít právo žít “ , pravicový program založený na tradiční hodnota a log v podoba pírko jít do říjnový volba formace hnutí trikolóra svobodný a soukromník .",cesko_zazilo_pekelny_den_rekord_padl_na_40_mistech_vlna_veder_ale_nekonci_v_nedeli_ma_byt_jeste_tepleji.wav
4,"Apollo či Artemis. I tak se mohly jmenovat mutace koronaviru, cílem je neurazit žádnou zemi",https://www.lidovky.cz/domov/alfa-beta-gama-mutace-koronaviru-se-hyperkorektne-prejmenovaly-aby-se-neurazily-zeme-puvodu.A210617_104312_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Britská, indická, jihoafrická mutace koronaviru? Jsou pryč. Zatím však jen na papíře či v politicky hyperkorektní mluvě. Světová zdravotnická organizace (WHO) představila nový systém pro pojmenovávání různých variant koronaviru. Takový, který nikoho neurazí, nebude rasisticky zabarvený a zemi, ve které byla mutace prvně objevena – a podle níž se daná varianta pojmenovala –, neocejchuje.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=14, tm_min=22, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,Pixabay.com,lidovky.cz,"Apollo či Artemis . i tak se moci jmenovat mutace koronavirus , cíl být urazit žádný země britský , indický , jihoafrický mutace koronavirus ? být pryč . zatím však jen na papír či v politicky hyperkorektní mluva . světový zdravotnický organizace ( WHO ) představit nový systém pro pojmenovávání různý varianta koronavirus . takový , který nikdo urazit , být rasisticky zabarvený a země , v který být mutace prvně objevit – a podle jenž se daný varianta pojmenovat – , ocejchovat .",armadni_vozidlo_najelo_v_mali_na_vybusninu_vsichni_cesti_vojaci_jsou_v_poradku.wav
5,Poslední česká telefonní budka šla k zemi. Dělníci ji odstranili ve středočeské Hlubyni,https://www.lidovky.cz/domov/v-cesku-skoncila-era-telefonnich-budek-delnici-odstranili-posledni-v-hlubyni.A210617_151941_ln_domov_lros#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"V Česku definitivně skončila éra telefonních budek, v Hlubyni na Příbramsku dnes dělníci odstranili poslední budku v zemi. Rada Českého telekomunikačního úřadu loni rozhodla, že stát budky přestane dotovat.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=13, tm_min=36, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,MAFRA,lidovky.cz,"poslední český telefonní budka jít k země . dělník on odstranit v středočeský Hlubyně v Česko definitivně skončit éra telefonní budka , v Hlubyně na Příbramsko dnes dělník odstranit poslední budka v země . rada český telekomunikační úřad vloni rozhodnout , že stát budka přestat dotovat .",prazske_koupaliste_hlasily_plno_uz_dopoledne_lidi_stoji_fronty_a_cekaji_jestli_se_nejake_misto_uvolni.wav
6,"Exředitel Homolky Dbalý jde na 10 let do vězení. Propadne mu majetek, rozhodl soud",https://www.lidovky.cz/domov/nekdejsi-sef-homolky-dbaly-si-odpyka-celkove-deset-let-soud-mu-potvrdil-trest-propadnuti-majetku.A210617_143454_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,Pražský vrchní soud ve čtvrtek uložil bývalému řediteli pražské Nemocnice Na Homolce Vladimíru Dbalému celkový trest deseti let vězení a potvrdil mu trest propadnutí majetku. Zamítl při tom lékařovo odvolání v kauze ovlivnění zakázek na digitalizaci chorobopisů a nákupu Leksellova gama nože.,"FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=13, tm_min=18, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,Petr Topič MAFRA,lidovky.cz,"exředitel Homolka Dbalý jít na 10 rok do vězení . propadnout on majetek , rozhodnout soud pražský vrchní soud v čtvrtek uložit bývalý ředitel pražský nemocnice na Homolka Vladimír Dbalý celkový trest deset rok vězení a potvrdit on trest propadnutí majetek . zamítnout při ten lékařův odvolání v kauza ovlivnění zakázka na digitalizace chorobopis a nákup Leksellův gama nůž .",podle_zemana_je_treba_vyslat_jasny_signal_ze_diktatorske_praktiky_nemaji_v_evrope_co_delat_rekl_kulhanek.wav
7,"Starý test či rádoby čestné prohlášení. Záchyt neposlušných hostů v hospodách je nízký, vše se řeší domluvou",https://www.lidovky.cz/domov/stary-samotest-ci-radoby-cestne-prohlaseni-zachyt-neposlusnych-hostu-v-hospodach-je-nizky-vse-se-res.A210617_123059_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Přestože krajské hygieny ztrojnásobily počet zátahů na nezbedné restaurační hosty, nachytaly méně těch, kteří neměli čím prokázat covidovou bezinfekčnost. Ukazuje to srovnání dat z prvního týdne otevřených venkovních zahrádek a prvního týdne otevření celých restauračních zařízení včetně interiéru. Nízký záchyt ale nemusí poukazovat na to, že jsou hosté zodpovědní. Sociální sítě poskytují přehršli příkladů, jak lidé mimořádné opatření obcházejí.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=10, tm_min=58, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,ČTK,lidovky.cz,"starý test či rádoby čestný prohlášení . záchyt poslušný host v hospoda být nízký , všechen se řešit domluva přestože krajský hygiena ztrojnásobit počet zátah na nezbedný restaurační host , nachytat málo ten , který mít co prokázat covidový bezinfekčnost . ukazovat ten srovnání data z první týden otevřený venkovní zahrádka a první týden otevření celý restaurační zařízení včetně interiér . nízký záchyt ale muset poukazovat na ten , že být host zodpovědný . sociální síť poskytovat přehršle příklad , jak člověk mimořádný opatření obcházet .",unik_chemikalii_v_plzni_skvrnanech_ma_treti_obet_zemrel_jeden_z_hospitalizovanych_muzu_stav_druheho_se_zlepsil.wav
8,"O členství v EU by se diskutovat nemělo. Ale vše, co eurokrati vymyslí, přejímat nemusíme, řekl Babiš",https://www.lidovky.cz/domov/o-clenstvi-v-eu-by-se-diskutovat-nemelo-ale-vse-co-eurokrati-vymysli-prejimat-nemusime-rekl-babis.A210617_105606_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Česká republika je pevně začleněna do Evropské unie a otázka jejího členství v ní by neměla být součástí politické diskuse, domnívá se premiér Andrej Babiš (ANO). Neznamená to ale, že by proto mělo Česko automaticky přejímat vše, co vypracují „eurokrati“ v Bruselu nebo „progresivní politické elity ve velkých zemích“. Babiš to řekl na čtvrteční konferenci Výzvy pro transatlantické vztahy v pražském Kongresovém centru, kterou pořádá Institut pro politiku a společnost.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=10, tm_min=54, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,Reprofoto/Twitter: Úřad vlády ČR,lidovky.cz,"o členství v EU být se diskutovat mít . ale všechen , co eurokrat vymyslit , přejímat muset , říci Babiš český republika být pevně začlenit do evropský unie a otázka jeho členství v on být mít být součást politický diskuse , domnívat se premiér Andrej Babiš ( ANO ) . znamenat ten ale , že být proto mít Česko automaticky přejímat všechen , co vypracovat „ eurokrat “ v Brusel nebo „ progresivní politický elita v velký země “ . Babiš ten říci na čtvrteční konference výzva pro transatlantický vztah v pražský kongresový centrum , který pořádat institut pro politika a společnost .",cesko_ceka_mordor_v_nedeli_vecer_maji_dorazit_silne_bourky_s_bicujicim_destem_a_kroupami.wav
9,"V Česku teploty v pátek místy dostanou přes 34 stupňů, o víkendu ještě vzrostou",https://www.lidovky.cz/domov/v-cesku-teploty-v-patek-misty-dostanou-pres-34-stupnu-o-vikendu-jeste-vzrostou.A210617_122332_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Třicetistupňové vedro zůstane v Česku minimálně do víkendu. V pátek bude na většině území přes 31 stupňů, v Plzeňském a Ústeckém kraji budou odpolední teploty místy překračovat až 34 stupňů. V neděli lze očekávat ojediněle až 36 stupňů, uvedl ve čtvrtek Český hydrometeorologický ústav (ČHMÚ). Kvůli teplému a suchému počasí podle nich současně vzrostlo ve všech krajích riziko vzniku a šíření požárů.","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=10, tm_min=27, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,Petr Lundák MAFRA,lidovky.cz,"v Česko teplota v pátek místy dostat přes 34 stupeň , o víkend ještě vzrůst třicetistupňový vedro zůstat v Česko minimálně do víkend . v pátek být na většina území přes 31 stupeň , v plzeňské a ústecký kraj být odpolední teplota místy překračovat až 34 stupeň . v neděle lze očekávat ojediněle až 36 stupeň , uvést v čtvrtek český hydrometeorologický ústav ( ČHMÚ ) . kvůli teplý a suchý počasí podle on současně vzrůst v všechen kraj riziko vznik a šíření požár .",v_cesku_dale_ubyva_pripadu_koronaviru_testy_v_patek_odhalily_147_nakazenych_o_32_mene_nez_pred_tydnem.wav
10,"Cílem ohledně dolu Turów je dohoda, ne soudní cesta, shodli se polský i český ministr",https://www.lidovky.cz/domov/cilem-ohledne-dolu-turow-je-dohoda-ne-soudni-cesta-shodli-se-polsky-i-cesky-ministr.A210617_115821_ln_zahranici_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Česko chce minimalizovat či zcela omezit negativní dopady těžby v polském hnědouhelném dole Turów poblíž českých hranic na české území. Týká se to reálných obav o ztrátu pitné vody, pokles podzemních vod, zvýšení hluku a prašnosti, popřípadě otřesů a sedání terénu zejména v Libereckém kraji, řekl po čtvrtečním úvodním jednání s protějšky z polské vlády ministr životního prostředí Richard Brabec (ANO).","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=10, tm_min=4, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,ČTK,lidovky.cz,"cíl ohledně důl Turów být dohoda , ne soudní cesta , shodnout se polský i český ministr Česko chtít minimalizovat či zcela omezit negativní dopad těžba v polský hnědouhelný důl Turów poblíž český hranice na český území . týkat se ten reálný obava o ztráta pitný voda , pokles podzemní voda , zvýšení hluk a prašnost , popřípadě otřes a sedání terén zejména v liberecký kraj , říci po čtvrteční úvodní jednání s protějšek z polský vláda ministr životní prostředí Richard Brabec ( ano ) .",ockovani_v_cesku_funguje_rikaji_cisla_po_druhe_davce_se_nakazila_jen_hrstka_lidi_vetsinou_to_melo_zrejmou_pricinu.wav
11,Škárkův výrok o předčasně narozených dětech jako ‚nevyvinutých zrůdách‘ bude řešit soud,https://www.lidovky.cz/domov/skarkuv-vyrok-o-predcasne-narozenych-detech-jako-nevyvinutych-zrudach-bude-resit-soud.A210617_113136_ln_domov_lijk#utm_source=rss&utm_medium=feed&utm_campaign=ln_domov&utm_content=main,"Státní zástupkyně obžalovala bývalého poslance za Věci veřejné Jaroslava Škárku kvůli jeho loňskému výroku o předčasně narozených dětech. Škárka na facebooku napsal, že to jsou „nevyvinuté zrůdy“ a stát by se jich měl zbavit. Hrozí mu šest měsíců až tři roky vězení. Případ bude řešit Okresní soud Plzeň-sever. Informovala o tom ve čtvrtek Česká televize (ČT).","FeedparserTime(tm_year=2021, tm_mon=6, tm_mday=17, tm_hour=9, tm_min=33, tm_sec=0, tm_wday=3, tm_yday=168, tm_isdst=0)",['Zprávy - Domov'],Zprávy z domova,Lidové noviny,lidovky.cz,"Škárkův výrok o předčasně narozený dítě jako ‚ vyvinutý zrůda ‘ být řešit soud státní zástupkyně obžalovat bývalý poslanec za věc veřejný Jaroslava škárka kvůli jeho loňský výrok o předčasně narozený dítě . škárka na Facebook napsat , že ten být „ vyvinutý zrůda “ a stát být se on mít zbavit . hrozit on šest měsíc až tři rok vězení . případ být řešit okresní soud Plzeň - sever . informovat o ten v čtvrtek český televize ( ČT ) .",primark_neni_vyjimecny_ma_jen_dobre_pr_rika_sefka_katedry_marketingu_uk.wav
